question,usuario,misconceptions_detectados,total_misconceptions,categorias_afetadas
2926,4203,A3,1,1
2926,4215,,0,0
2926,4216,G4,1,1
2926,4219,,0,0
2926,4228,G4,1,1
2926,4229,G4,1,1
2926,4362,A3,1,1
2926,4380,,0,0
2926,4384,G4,1,1
2927,3473,,0,0
2927,3858,,0,0
2927,3985,G4,1,1
2927,3993,G4,1,1
2927,3998,G4,1,1
2927,4002,,0,0
2927,4010,,0,0
2927,4015,A3,1,1
2927,4021,A3,1,1
2927,4026,G4,1,1
2927,4033,A3,1,1
2927,4037,,0,0
2927,4041,,0,0
2927,4054,G4,1,1
2927,4075,A3,1,1
2927,4106,G4,1,1
2927,4113,G4,1,1
2927,4126,,0,0
2927,4127,,0,0
2927,4152,,0,0
2927,4161,,0,0
2927,4170,,0,0
2927,4182,A3,1,1
2927,4194,,0,0
2927,4206,G4,1,1
2927,4212,G4,1,1
2927,4233,,0,0
2927,4236,,0,0
2927,4308,,0,0
2927,4311,G4,1,1
2927,4336,,0,0
2927,4383,"A3,G4",2,2
2927,4429,G4,1,1
2930,4029,G4,1,1
2930,4062,G4,1,1
2930,4066,"A3,G4",2,2
2930,4086,G4,1,1
2930,4097,G4,1,1
2930,4103,G4,1,1
2930,4108,G4,1,1
2930,4122,G4,1,1
2930,4125,G4,1,1
2930,4129,G4,1,1
2930,4145,G4,1,1
2930,4148,G4,1,1
2930,4159,G4,1,1
2930,4202,G4,1,1
2930,4207,G4,1,1
2930,4213,G4,1,1
2930,4215,G4,1,1
2930,4224,G4,1,1
2930,4229,G4,1,1
2930,4334,G4,1,1
2930,4336,G4,1,1
2930,4424,G4,1,1
2930,4465,G4,1,1
2931,4017,G4,1,1
2931,4037,,0,0
2931,4040,G4,1,1
2931,4054,G4,1,1
2931,4080,G4,1,1
2931,4081,G4,1,1
2931,4104,G4,1,1
2931,4120,G4,1,1
2931,4137,G4,1,1
2931,4138,G4,1,1
2931,4144,G4,1,1
2931,4149,G4,1,1
2931,4153,G4,1,1
2931,4206,G4,1,1
2931,4214,G4,1,1
2931,4230,G4,1,1
2931,4304,"A5,G4",2,2
2931,4339,G4,1,1
2931,4461,G4,1,1
2931,4477,,0,0
2932,4023,G4,1,1
2932,4065,G4,1,1
2932,4075,"A3,G4",2,2
2932,4099,G4,1,1
2932,4105,G4,1,1
2932,4109,G4,1,1
2932,4131,G4,1,1
2932,4134,G4,1,1
2932,4143,G4,1,1
2932,4147,G4,1,1
2932,4151,G4,1,1
2932,4162,G4,1,1
2932,4203,G4,1,1
2932,4234,"A3,A4",2,1
2932,4238,G4,1,1
2932,4240,G4,1,1
2932,4316,G4,1,1
2932,4327,G4,1,1
2966,3994,,0,0
2966,4001,G4,1,1
2966,4011,,0,0
2966,4023,G4,1,1
2966,4081,,0,0
2966,4101,G4,1,1
2966,4122,G4,1,1
2966,4171,,0,0
2966,4181,,0,0
2966,4188,"B8,G4",2,2
2966,4199,,0,0
2966,4212,G4,1,1
2966,4225,G4,1,1
2966,4227,G4,1,1
2966,4228,G4,1,1
2966,4236,,0,0
2966,4322,,0,0
2966,4375,,0,0
2966,4376,"A3,B8",2,2
2966,4377,,0,0
2966,4470,"A3,G4",2,2
2966,4477,,0,0
2966,4491,G4,1,1
2967,2912,B4,1,1
2967,3988,G4,1,1
2967,3995,"B11,B8,G4",3,2
2967,4027,"B8,G4",2,2
2967,4032,,0,0
2967,4034,"B4,G4",2,2
2967,4065,,0,0
2967,4085,,0,0
2967,4124,"B8,G4",2,2
2967,4136,"A3,G4",2,2
2967,4140,G4,1,1
2967,4153,"B4,B8,G4",3,2
2967,4162,"B8,G4",2,2
2967,4174,,0,0
2967,4202,H1,1,1
2967,4211,G4,1,1
2967,4240,A3,1,1
2967,4246,G4,1,1
2967,4336,G4,1,1
2967,4352,G4,1,1
2967,4367,G4,1,1
2967,4424,"B8,G4",2,2
2967,4428,B8,1,1
2967,4431,"B4,G4",2,2
2967,4480,A3,1,1
2967,7239,G4,1,1
2967,7583,,0,0
2967,7584,,0,0
2967,7595,,0,0
2967,7601,B8,1,1
2967,7611,G4,1,1
2967,7617,B4,1,1
2967,7668,G4,1,1
2967,7742,,0,0
2968,3985,G4,1,1
2968,4002,,0,0
2968,4017,"A3,B8",2,2
2968,4151,G4,1,1
2968,4154,G4,1,1
2968,4155,"A3,G4",2,2
2968,4160,G4,1,1
2968,4182,"A3,G4",2,2
2968,4183,,0,0
2968,4194,G4,1,1
2968,4198,"A3,G4",2,2
2968,4210,,0,0
2968,4230,,0,0
2968,4232,,0,0
2968,4254,"B8,G4",2,2
2968,4316,,0,0
2968,4337,B8,1,1
2968,4476,G4,1,1
2968,4500,A3,1,1
2968,7502,G4,1,1
2968,7568,G4,1,1
2968,7569,"B8,G4",2,2
2968,7570,"B8,G4",2,2
2968,7586,,0,0
2968,7596,,0,0
2968,7598,,0,0
2968,7599,G4,1,1
2968,7600,"A3,G4",2,2
2968,7603,,0,0
2968,7610,G4,1,1
2968,7620,G4,1,1
2968,7635,G4,1,1
2968,7659,,0,0
2968,7663,,0,0
2968,7671,G4,1,1
2968,7672,G4,1,1
2968,7693,B8,1,1
2968,7702,G4,1,1
2968,8158,,0,0
2968,8168,G4,1,1
2968,8237,,0,0
2968,8408,,0,0
2968,8633,,0,0
2968,8648,B8,1,1
2968,8688,"B8,G4",2,2
2968,8749,,0,0
2968,8755,"G4,H1",2,2
2968,8771,G4,1,1
2968,8789,G4,1,1
2968,8830,,0,0
2968,8834,G4,1,1
2968,9158,G4,1,1
2968,9178,,0,0
2968,9186,,0,0
2968,9216,B8,1,1
2968,9236,,0,0
2968,9240,,0,0
2968,9243,,0,0
2968,9254,,0,0
2968,9301,,0,0
2968,9664,,0,0
2968,9668,,0,0
2968,9675,,0,0
2968,9676,"B8,G4",2,2
2968,9742,G4,1,1
2968,9746,G4,1,1
2968,9770,B8,1,1
2968,9775,,0,0
2968,9807,"B8,G4",2,2
2968,9828,"B8,G4",2,2
2968,9840,G4,1,1
2968,9876,A3,1,1
2968,9890,G4,1,1
2968,9953,"B8,G4",2,2
2968,9958,,0,0
2970,1366,G4,1,1
2970,3473,G4,1,1
2970,3987,G4,1,1
2970,4003,G4,1,1
2970,4033,G4,1,1
2970,4066,,0,0
2970,4086,G4,1,1
2970,4123,G4,1,1
2970,4128,G4,1,1
2970,4131,G4,1,1
2970,4132,,0,0
2970,4134,G4,1,1
2970,4143,G4,1,1
2970,4161,G4,1,1
2970,4165,G4,1,1
2970,4180,G4,1,1
2970,4206,G4,1,1
2970,4239,,0,0
2970,4357,G4,1,1
2970,4363,G4,1,1
2970,4413,G4,1,1
2970,4427,G4,1,1
2970,4479,,0,0
2970,7566,G4,1,1
2970,7575,G4,1,1
2970,7576,G4,1,1
2970,7580,G4,1,1
2970,7626,B8,1,1
2970,7673,G4,1,1
2970,7704,G4,1,1
2970,7748,,0,0
2971,3986,G4,1,1
2971,4012,"A3,G4",2,2
2971,4026,G4,1,1
2971,4029,G4,1,1
2971,4039,G4,1,1
2971,4040,,0,0
2971,4045,"A3,G4",2,2
2971,4059,,0,0
2971,4062,G4,1,1
2971,4097,G4,1,1
2971,4121,G4,1,1
2971,4127,"A3,G4",2,2
2971,4145,G4,1,1
2971,4157,G4,1,1
2971,4159,,0,0
2971,4244,G4,1,1
2971,4320,,0,0
2971,4339,G4,1,1
2971,4380,G4,1,1
2971,4389,,0,0
2971,4433,G4,1,1
2972,3546,G4,1,1
2972,3595,,0,0
2972,3998,"G4,H1",2,2
2972,4015,G4,1,1
2972,4028,G4,1,1
2972,4050,G4,1,1
2972,4058,G4,1,1
2972,4079,G4,1,1
2972,4099,G4,1,1
2972,4109,G4,1,1
2972,4113,"G4,H1",2,2
2972,4135,G4,1,1
2972,4139,G4,1,1
2972,4144,"B8,G4",2,2
2972,4152,G4,1,1
2972,4187,G4,1,1
2972,4267,G4,1,1
2972,4327,G4,1,1
2972,4348,G4,1,1
2972,4422,G4,1,1
2972,4432,,0,0
2972,4463,G4,1,1
2972,4529,,0,0
2972,7565,G4,1,1
2972,7588,,0,0
2972,7613,,0,0
2972,7616,G4,1,1
2972,7628,G4,1,1
2972,7657,G4,1,1
2972,7682,G4,1,1
2973,3858,G4,1,1
2973,3989,G4,1,1
2973,3997,G4,1,1
2973,4004,G4,1,1
2973,4005,"A3,G4",2,2
2973,4007,G4,1,1
2973,4013,G4,1,1
2973,4057,G4,1,1
2973,4060,G4,1,1
2973,4098,G4,1,1
2973,4112,G4,1,1
2973,4118,G4,1,1
2973,4126,G4,1,1
2973,4137,G4,1,1
2973,4138,G4,1,1
2973,4146,G4,1,1
2973,4168,"A3,G4",2,2
2973,4170,G4,1,1
2973,4172,G4,1,1
2973,4175,G4,1,1
2973,4178,G4,1,1
2973,4191,G4,1,1
2973,4223,,0,0
2973,4224,G4,1,1
2973,4226,G4,1,1
2973,4229,G4,1,1
2973,4235,G4,1,1
2973,4266,G4,1,1
2973,4342,G4,1,1
2973,4351,G4,1,1
2973,4414,G4,1,1
2973,4485,G4,1,1
2973,4505,A3,1,1
2973,4515,,0,0
2973,7563,"B8,G4",2,2
2973,7577,G4,1,1
2973,7579,G4,1,1
2973,7594,G4,1,1
2973,7605,,0,0
2973,7606,G4,1,1
2973,7608,G4,1,1
2973,7615,G4,1,1
2973,7624,G4,1,1
2973,7625,G4,1,1
2974,3999,G4,1,1
2974,4037,,0,0
2974,4083,,0,0
2974,4120,,0,0
2974,4125,G4,1,1
2974,4129,,0,0
2974,4163,G4,1,1
2974,4186,,0,0
2974,4207,,0,0
2974,4208,,0,0
2974,4214,G4,1,1
2974,4237,,0,0
2974,4258,,0,0
2974,4350,G4,1,1
2974,4354,"A3,B8",2,2
2974,4369,"A3,G4",2,2
2974,4378,G4,1,1
2974,4379,,0,0
2974,4387,,0,0
2974,4443,,0,0
2974,4469,,0,0
2974,4472,,0,0
2974,4481,,0,0
2975,3992,G4,1,1
2975,3993,G4,1,1
2975,4042,,0,0
2975,4102,G4,1,1
2975,4108,,0,0
2975,4149,,0,0
2975,4166,,0,0
2975,4176,,0,0
2975,4190,,0,0
2975,4213,G4,1,1
2975,4216,G4,1,1
2975,4219,G4,1,1
2975,4233,,0,0
2975,4312,,0,0
2975,4358,,0,0
2975,4373,A3,1,1
2975,4381,,0,0
3031,3590,G4,1,1
3031,3609,"B9,G4",2,2
3031,3987,"B8,B9,G4",3,2
3031,3988,"B9,G4",2,2
3031,3995,"B9,G4",2,2
3031,4011,G4,1,1
3031,4012,"B8,G4",2,2
3031,4026,"B8,G4",2,2
3031,4032,G4,1,1
3031,4041,"B8,B9,G4",3,2
3031,4060,"B8,B9,G4",3,2
3031,4097,"B8,G4",2,2
3031,4098,B8,1,1
3031,4103,"B8,G4",2,2
3031,4112,"B8,G4",2,2
3031,4116,"B8,B9,G4",3,2
3031,4118,"B9,G4",2,2
3031,4122,G4,1,1
3031,4129,"B8,G4",2,2
3031,4135,G4,1,1
3031,4148,"B8,G4",2,2
3031,4153,"B8,G4",2,2
3031,4183,"B8,B9,G4",3,2
3031,4187,"B8,B9",2,1
3031,4198,"B8,B9,G4",3,2
3031,4228,"B8,B9,G4",3,2
3031,4271,,0,0
3031,4322,"B8,G4",2,2
3031,4342,"B8,B9,G4",3,2
3031,4351,"B8,B9,G4",3,2
3031,4352,"B8,B9,G4",3,2
3031,5167,"B8,G4",2,2
3031,5173,"B8,G4",2,2
3031,5817,G4,1,1
3031,5839,"B8,B9,G4",3,2
3031,6262,"B9,G4",2,2
3031,6340,"B8,G4",2,2
3031,6420,G4,1,1
3031,6427,"B8,B9,G4",3,2
3031,6439,"B9,G4",2,2
3031,8168,G4,1,1
3031,8172,"B8,B9,G4",3,2
3031,8188,G4,1,1
3031,8197,B9,1,1
3031,8412,"B8,G4",2,2
3031,8638,"B8,G4",2,2
3031,8669,"B9,G4",2,2
3031,8675,"B8,B9",2,1
3031,8725,G4,1,1
3031,8727,"B8,G4",2,2
3031,8733,G4,1,1
3031,8734,"B8,G4",2,2
3031,8772,G4,1,1
3031,8791,"B8,G4",2,2
3031,8809,"B8,B9,G4",3,2
3031,8889,"B8,G4",2,2
3032,4003,"B11,B8,G4",3,2
3032,4004,"B9,G4",2,2
3032,4044,"B8,B9,G4",3,2
3032,4066,"B8,B9,G4",3,2
3032,4108,"B8,B9,G4",3,2
3032,4128,"B9,G4",2,2
3032,4131,"B8,G4",2,2
3032,4138,"B9,G4",2,2
3032,4149,"B8,B9,G4",3,2
3032,4154,"B8,B9,G4",3,2
3032,4191,"A5,B8,B9",3,2
3032,4206,"B8,G4",2,2
3032,4209,"B8,G4",2,2
3032,4210,G4,1,1
3032,4212,"B9,G4",2,2
3032,4213,G4,1,1
3032,4224,"B8,B9,G4",3,2
3032,4226,G4,1,1
3032,4244,"B8,G4",2,2
3032,4267,"B8,B9,G4",3,2
3032,4380,"B8,B9,G4",3,2
3032,4382,"B8,G4",2,2
3032,4432,"B8,B9,G4",3,2
3032,4443,"B8,G4",2,2
3032,4444,"B9,G4",2,2
3032,5285,"A5,B8,B9,G4",4,3
3032,6356,"B8,B9,G4",3,2
3032,6393,G4,1,1
3032,6412,"B9,G4",2,2
3032,8637,"B8,B9,G4",3,2
3032,8646,"B9,G4",2,2
3032,8717,G4,1,1
3032,8728,"B8,G4",2,2
3032,8738,G4,1,1
3032,8743,G4,1,1
3032,8747,G4,1,1
3032,8748,"B8,B9,G4",3,2
3032,8750,"B8,B9,G4",3,2
3032,8756,,0,0
3032,8767,"B9,G4",2,2
3032,8777,"B8,G4",2,2
3032,8804,,0,0
3032,8834,G4,1,1
3033,3454,G4,1,1
3033,3997,G4,1,1
3033,4005,"G4,H1",2,2
3033,4007,G4,1,1
3033,4008,"B4,G4",2,2
3033,4039,G4,1,1
3033,4057,G4,1,1
3033,4105,G4,1,1
3033,4119,G4,1,1
3033,4125,G4,1,1
3033,4139,G4,1,1
3033,4155,"B8,G4",2,2
3033,4163,"B8,G4",2,2
3033,4185,,0,0
3033,4188,"B8,G4",2,2
3033,4202,,0,0
3033,4211,G4,1,1
3033,4369,G4,1,1
3033,4502,G4,1,1
3033,5737,G4,1,1
3033,8159,G4,1,1
3033,8160,G4,1,1
3033,8167,G4,1,1
3033,8182,G4,1,1
3033,8185,G4,1,1
3033,8210,G4,1,1
3033,8213,G4,1,1
3033,8217,G4,1,1
3033,8236,G4,1,1
3033,8251,,0,0
3033,8321,G4,1,1
3033,8633,G4,1,1
3033,8636,,0,0
3033,8643,,0,0
3033,8648,G4,1,1
3033,8654,G4,1,1
3033,8656,G4,1,1
3033,8665,G4,1,1
3033,8677,G4,1,1
3033,8720,G4,1,1
3033,8721,G4,1,1
3033,8749,G4,1,1
3033,8755,G4,1,1
3033,8760,G4,1,1
3033,8771,G4,1,1
3033,8782,G4,1,1
3033,8800,G4,1,1
3033,8805,G4,1,1
3033,8877,B8,1,1
3034,3858,G4,1,1
3034,4013,G4,1,1
3034,4127,"B8,G4",2,2
3034,4159,G4,1,1
3034,4173,"B8,G4",2,2
3034,4199,"A3,G4",2,2
3034,4203,"B4,G4,H1",3,3
3034,4214,G4,1,1
3034,4227,"B8,G4",2,2
3034,4235,"B8,G4",2,2
3034,4413,G4,1,1
3034,5133,G4,1,1
3034,6354,G4,1,1
3034,6360,"B8,G4",2,2
3034,6425,"B8,G4",2,2
3034,6436,B8,1,1
3035,4001,G4,1,1
3035,4033,"B4,B8,G4",3,2
3035,4059,"B8,G4",2,2
3035,4109,G4,1,1
3035,4146,"B8,G4",2,2
3035,4160,"B8,G4",2,2
3035,4219,"B8,G4",2,2
3035,4229,G4,1,1
3035,4266,"B8,G4",2,2
3035,4431,"B8,G4",2,2
3035,6338,G4,1,1
3035,6367,G4,1,1
3035,6444,G4,1,1
3035,6446,G4,1,1
3035,6541,G4,1,1
3035,8634,"B4,B8,G4",3,2
3035,8661,G4,1,1
3035,8662,G4,1,1
3035,8673,"B8,G4",2,2
3035,8681,G4,1,1
3035,8686,G4,1,1
3035,8726,G4,1,1
3035,8730,G4,1,1
3035,8741,"B8,G4",2,2
3035,8753,G4,1,1
3036,3615,"B8,G4",2,2
3036,4023,"B8,G4",2,2
3036,4058,"B8,G4",2,2
3036,4062,"B8,G4",2,2
3036,4101,"B8,G4",2,2
3036,4102,"B8,G4",2,2
3036,4143,"B8,G4",2,2
3036,4144,"B8,G4",2,2
3036,4152,"A2,G4",2,2
3036,4166,"B8,G4",2,2
3036,4175,"B8,G4",2,2
3036,4232,"G4,H1",2,2
3036,4237,"B8,G4",2,2
3036,4282,"B8,G4",2,2
3036,4350,"B8,G4",2,2
3036,4366,"B8,G4",2,2
3036,4367,"B8,G4",2,2
3036,4389,G4,1,1
3036,6092,"B8,G4",2,2
3036,6338,G4,1,1
3036,6386,"B4,B8,G4",3,2
3036,6436,B8,1,1
3036,8183,"B8,G4",2,2
3036,8191,B8,1,1
3036,8204,"B8,G4",2,2
3036,8228,"G4,H1",2,2
3036,8290,G4,1,1
3036,8308,"B8,G4",2,2
3036,8403,"B8,G4",2,2
3036,8414,"B8,G4",2,2
3036,8635,G4,1,1
3036,8659,"B8,G4",2,2
3036,8664,G4,1,1
3036,8667,"B8,G4",2,2
3036,8679,"B8,G4",2,2
3036,8685,"B8,G4",2,2
3036,8716,"B8,G4",2,2
3036,8722,G4,1,1
3036,8724,"B8,G4",2,2
3036,8731,"B8,G4",2,2
3036,8736,G4,1,1
3036,8752,"B11,B8,G4",3,2
3036,8759,"B8,G4",2,2
3036,8787,"A2,G4",2,2
3036,8789,G4,1,1
3037,4031,"B11,B8",2,1
3037,4050,"B8,G4",2,2
3037,4085,G4,1,1
3037,4099,"B8,G4",2,2
3037,4120,"B8,G4",2,2
3037,4207,G4,1,1
3037,4223,,0,0
3037,4375,"B4,B8,G4",3,2
3037,4377,"A2,B8,G4",3,3
3037,4384,G4,1,1
3037,4477,"B8,G4",2,2
3037,5012,"B8,G4",2,2
3037,5138,"B8,G4",2,2
3037,5285,"A5,B8,G4",3,3
3037,5537,,0,0
3037,6132,"B8,G4",2,2
3037,6338,G4,1,1
3037,6360,"B8,G4",2,2
3037,6382,"B8,G4",2,2
3037,6386,"B4,B8,G4",3,2
3037,6401,"B8,G4",2,2
3037,6411,"B8,G4",2,2
3037,6432,G4,1,1
3037,6462,"B8,G4",2,2
3037,8158,"B8,G4",2,2
3037,8170,G4,1,1
3037,8235,"B8,G4",2,2
3037,8629,"B8,G4",2,2
3037,8641,"A3,B8,G4",3,3
3037,8645,"B8,G4",2,2
3037,8668,"B8,G4",2,2
3037,8687,"B8,G4",2,2
3037,8689,"B8,G4",2,2
3037,8715,"B8,G4",2,2
3037,8735,"B8,G4",2,2
3037,8754,"B8,G4",2,2
3037,8762,"B8,G4",2,2
3037,8776,"B8,G4",2,2
3037,8783,"B8,G4",2,2
3037,8788,"A2,G4",2,2
3037,8790,,0,0
3037,8801,"B8,G4",2,2
3037,8810,,0,0
3037,8835,G4,1,1
3038,2647,B8,1,1
3038,3413,"A5,G4",2,2
3038,3994,B8,1,1
3038,4009,,0,0
3038,4028,"B8,G4",2,2
3038,4037,"A5,B8,G4",3,3
3038,4137,"B8,G4",2,2
3038,4145,G4,1,1
3038,4172,"B8,G4",2,2
3038,4236,"A5,B8,G4",3,3
3038,4258,"B8,G4",2,2
3038,4461,,0,0
3038,4469,G4,1,1
3038,4552,"B8,G4",2,2
3038,5210,"B4,B8,G4",3,2
3038,5812,G4,1,1
3038,6151,"G4,H1",2,2
3038,6351,G4,1,1
3038,6388,,0,0
3038,6404,"B8,G4",2,2
3038,6432,"B8,G4",2,2
3038,6433,"B8,G4",2,2
3038,8163,G4,1,1
3038,8164,"A5,B8,G4",3,3
3038,8169,G4,1,1
3038,8171,G4,1,1
3038,8190,G4,1,1
3038,8196,,0,0
3038,8244,G4,1,1
3038,8247,G4,1,1
3038,8323,"B8,G4",2,2
3038,8632,G4,1,1
3038,8639,,0,0
3038,8647,H1,1,1
3038,8723,"B8,G4",2,2
3038,8732,B8,1,1
3038,8745,"B8,G4",2,2
3038,8758,B8,1,1
3038,8764,,0,0
3038,8785,G4,1,1
3038,8806,G4,1,1
3038,8819,"B8,G4",2,2
3038,8828,G4,1,1
3038,8830,,0,0
3039,3473,B8,1,1
3039,4027,"B8,G4",2,2
3039,4121,"A3,G4",2,2
3039,4123,G4,1,1
3039,4132,G4,1,1
3039,4162,G4,1,1
3039,4171,G4,1,1
3039,4208,"B8,G4",2,2
3039,4225,,0,0
3039,4230,G4,1,1
3039,4233,A3,1,1
3039,4246,G4,1,1
3039,4337,G4,1,1
3039,4362,G4,1,1
3039,4381,G4,1,1
3039,4491,G4,1,1
3039,5023,G4,1,1
3039,6336,G4,1,1
3039,6345,G4,1,1
3039,6386,G4,1,1
3039,6415,,0,0
3039,6424,G4,1,1
3039,6427,G4,1,1
3039,6429,G4,1,1
3039,6431,"B8,G4",2,2
3039,6447,"B4,G4",2,2
3039,6464,G4,1,1
3041,1366,,0,0
3041,3108,G4,1,1
3041,3546,G4,1,1
3041,3956,G4,1,1
3041,3989,G4,1,1
3041,4000,G4,1,1
3041,4040,"B8,G4",2,2
3041,4042,G4,1,1
3041,4065,B8,1,1
3041,4079,B8,1,1
3041,4124,"B8,G4",2,2
3041,4134,,0,0
3041,4140,,0,0
3041,4157,G4,1,1
3041,4161,"B8,G4",2,2
3041,4168,G4,1,1
3041,4178,G4,1,1
3041,4179,"B8,G4",2,2
3041,4327,G4,1,1
3041,4334,G4,1,1
3041,4354,G4,1,1
3041,4357,G4,1,1
3041,4433,G4,1,1
3041,4446,G4,1,1
3041,5457,G4,1,1
3041,5646,G4,1,1
3041,6423,G4,1,1
3041,6425,G4,1,1
3041,6433,G4,1,1
3041,6435,G4,1,1
3041,7223,G4,1,1
3041,8180,G4,1,1
3041,8186,,0,0
3041,8187,G4,1,1
3041,8192,,0,0
3041,8193,G4,1,1
3041,8195,G4,1,1
3041,8211,"B8,G4",2,2
3041,8237,G4,1,1
3041,8305,,0,0
3041,8409,G4,1,1
3041,8651,G4,1,1
3041,8658,G4,1,1
3041,8670,G4,1,1
3041,8729,G4,1,1
3041,8739,,0,0
3041,8744,G4,1,1
3041,8746,G4,1,1
3041,8779,G4,1,1
3041,8792,G4,1,1
3041,8797,G4,1,1
3041,8816,G4,1,1
3041,8876,,0,0
3041,8918,G4,1,1
3058,4057,B8,1,1
3058,4059,B9,1,1
3058,4082,,0,0
3058,4108,B8,1,1
3058,4304,"B8,G4",2,2
3058,4334,"B8,G4",2,2
3058,4433,G4,1,1
3058,5036,"B8,B9",2,1
3058,5473,"B8,B9",2,1
3058,5835,G4,1,1
3058,6340,B8,1,1
3058,6394,B8,1,1
3058,6418,,0,0
3058,6422,"B8,G4",2,2
3058,6445,"B8,G4",2,2
3058,6474,,0,0
3062,3995,"B4,G4",2,2
3062,4013,G4,1,1
3062,4032,"B8,G4",2,2
3062,4132,"B8,G4",2,2
3062,4159,G4,1,1
3062,4171,B8,1,1
3062,4212,G4,1,1
3062,4214,"B4,G4",2,2
3062,4225,"B8,G4",2,2
3062,4232,,0,0
3062,4239,A3,1,1
3062,4337,,0,0
3062,4373,"B8,G4",2,2
3062,4377,"B11,B8,G4",3,2
3062,4382,G4,1,1
3062,4413,G4,1,1
3062,4461,B8,1,1
3062,4470,G4,1,1
3062,4491,G4,1,1
3063,3988,G4,1,1
3063,3989,,0,0
3063,3993,"A3,G4",2,2
3063,4004,G4,1,1
3063,4012,"B8,G4",2,2
3063,4028,"A3,B8,G4",3,3
3063,4041,B8,1,1
3063,4044,,0,0
3063,4137,"B4,B8,G4",3,2
3063,4145,"B8,G4",2,2
3063,4154,"B8,G4",2,2
3063,4160,"B8,G4",2,2
3063,4163,G4,1,1
3063,4178,"B8,G4",2,2
3063,4190,G4,1,1
3063,4198,"B4,B8,G4",3,2
3063,4207,G4,1,1
3063,4233,"B8,G4",2,2
3063,4235,"A3,B8,B9,G4",4,3
3063,4244,"B4,G4",2,2
3063,4339,"B4,B8,G4",3,2
3063,4367,G4,1,1
3063,4380,G4,1,1
3063,4446,G4,1,1
3063,4463,"B8,B9,G4",3,2
3063,4477,"B8,G4",2,2
3068,3999,"B8,E1,G4",3,3
3068,4023,B8,1,1
3068,4027,"B8,E1,G4,H1",4,4
3068,4040,"B8,G4",2,2
3068,4123,"B8,G4",2,2
3068,4149,B8,1,1
3068,4188,G4,1,1
3068,4189,B4,1,1
3068,4199,"B4,G4",2,2
3068,4219,"B8,G4",2,2
3068,4224,,0,0
3068,4230,"B8,G4",2,2
3068,4236,,0,0
3068,4352,G4,1,1
3068,4381,"E1,G4",2,2
3068,4480,,0,0
3069,3858,B8,1,1
3069,4007,B4,1,1
3069,4011,,0,0
3069,4033,"B4,B8",2,1
3069,4042,,0,0
3069,4134,,0,0
3069,4138,G4,1,1
3069,4152,G4,1,1
3069,4211,,0,0
3069,4216,,0,0
3069,4246,,0,0
3069,4342,"B8,B9,G4",3,2
3069,4354,,0,0
3069,4369,G4,1,1
3069,4431,,0,0
3069,4460,"A3,A4",2,1
3069,4464,G4,1,1
3069,4478,G4,1,1
3089,4001,G4,1,1
3089,4004,G4,1,1
3089,4101,G4,1,1
3089,4129,"B8,G4",2,2
3089,4140,G4,1,1
3089,4145,G4,1,1
3089,4149,"B8,G4",2,2
3089,4152,G4,1,1
3089,4172,"B8,G4",2,2
3089,4178,G4,1,1
3089,4205,,0,0
3089,4216,"B8,G4",2,2
3089,4233,"A3,B8",2,2
3089,4237,B8,1,1
3089,4258,G4,1,1
3089,4266,B8,1,1
3089,4267,"B8,G4",2,2
3089,4312,"A2,G4",2,2
3089,4375,"A3,B8,G4",3,3
3089,4461,B8,1,1
3089,4476,"B8,G4",2,2
3124,4013,G4,1,1
3124,4024,G4,1,1
3124,4118,G4,1,1
3124,4124,G4,1,1
3124,4126,,0,0
3124,4139,,0,0
3124,4219,"A3,G4",2,2
3124,4227,G4,1,1
3124,4349,"A3,G4",2,2
3124,4363,G4,1,1
3124,4375,G4,1,1
3124,4380,"B8,G4",2,2
3124,6024,G4,1,1
3124,7105,,0,0
3124,7106,G4,1,1
3124,7112,G4,1,1
3124,7123,"A3,G4",2,2
3124,7127,G4,1,1
3124,7134,G4,1,1
3124,7142,G4,1,1
3124,7146,G4,1,1
3124,7165,G4,1,1
3124,7171,G4,1,1
3124,7172,"A3,G4",2,2
3134,3546,,0,0
3134,4027,G4,1,1
3134,4099,G4,1,1
3134,4108,,0,0
3134,4129,G4,1,1
3134,4143,G4,1,1
3134,4166,G4,1,1
3134,4211,G4,1,1
3134,4213,G4,1,1
3134,4258,G4,1,1
3134,4267,,0,0
3134,4487,G4,1,1
3134,5179,G4,1,1
3134,5817,G4,1,1
3134,6356,"A3,G4",2,2
3134,6360,G4,1,1
3134,6427,G4,1,1
3134,6466,G4,1,1
3136,3858,G4,1,1
3136,4001,"A3,G4",2,2
3136,4011,G4,1,1
3136,4210,G4,1,1
3136,4266,G4,1,1
3136,4351,G4,1,1
3136,4358,G4,1,1
3136,4372,G4,1,1
3136,6080,G4,1,1
3136,7114,G4,1,1
3136,7116,"A3,G4",2,2
3136,7119,G4,1,1
3136,7122,G4,1,1
3136,7159,G4,1,1
3136,7161,G4,1,1
3136,7162,G4,1,1
3136,7163,G4,1,1
3136,7167,G4,1,1
3136,7178,G4,1,1
3136,7195,G4,1,1
3136,7196,G4,1,1
3137,4122,G4,1,1
3137,4155,G4,1,1
3137,4161,"A3,G4",2,2
3137,4206,G4,1,1
3137,4214,"A3,G4",2,2
3137,4379,,0,0
3137,4422,G4,1,1
3137,4461,"A3,G4",2,2
3137,5008,G4,1,1
3137,5012,"B8,G4",2,2
3137,5664,G4,1,1
3137,5668,G4,1,1
